Topología de Red;Número de Nodos;Tiempo de Saturación
Anillo;4;2
Anillo;4;10
Anillo;4;8
Anillo;4;14
Anillo;4;11
Anillo;4;3
Anillo;4;2
Anillo;4;48
Anillo;4;3
Anillo;4;19
Anillo;4;8
Anillo;4;6
Anillo;4;2
Anillo;4;12
Anillo;4;9
Anillo;4;336
Anillo;4;3
Anillo;4;2
Anillo;4;5
Anillo;4;6
Anillo;4;4
Anillo;4;10
Anillo;4;9
Anillo;4;8
Anillo;4;7
Anillo;4;86
Anillo;4;2
Anillo;4;8
Anillo;4;3
Anillo;4;21
Anillo;4;454
Anillo;4;3
Anillo;4;2
Anillo;4;2
Anillo;4;2
Anillo;4;9
Anillo;4;1003
Anillo;4;6
Anillo;4;9
Anillo;4;48
Anillo;4;6
Anillo;4;14
Anillo;4;94
Anillo;4;4
Anillo;4;1
Anillo;4;8
Anillo;4;2
Anillo;4;4
Anillo;4;3
Anillo;4;13
Anillo;4;13
Anillo;4;4
Anillo;4;6
Anillo;4;2
Anillo;4;6
Anillo;4;4
Anillo;4;14
Anillo;4;3
Anillo;4;27
Anillo;4;32
Anillo;4;6
Anillo;4;7
Anillo;4;32
Anillo;4;3
Anillo;4;7
Anillo;4;235
Anillo;4;5
Anillo;4;19
Anillo;4;18
Anillo;4;5
Anillo;4;2
Anillo;4;4
Anillo;4;2
Anillo;4;5
Anillo;4;8
Anillo;4;74
Anillo;4;10
Anillo;4;7338
Anillo;4;8
Anillo;4;3
Anillo;4;11
Anillo;4;2
Anillo;4;6
Anillo;4;2
Anillo;4;7
Anillo;4;10
Anillo;4;6
Anillo;4;8
Anillo;4;2
Anillo;4;5
Anillo;4;6
Anillo;4;3
Anillo;4;9
Anillo;4;9
Anillo;4;6
Anillo;4;8
Anillo;4;5
Anillo;4;6
Anillo;4;11
Anillo;4;2
Anillo;4;31
Anillo;4;7
Anillo;4;3
Anillo;4;4
Anillo;4;4
Anillo;4;33
Anillo;4;2
Anillo;4;5
Anillo;4;82
Anillo;4;2
Anillo;4;5
Anillo;4;7
Anillo;4;5
Anillo;4;3
Anillo;4;3
Anillo;4;5
Anillo;4;3
Anillo;4;15
Anillo;4;18
Anillo;4;3
Anillo;4;4
Anillo;4;3
Anillo;4;10
Anillo;4;13
Anillo;4;7
Anillo;4;18
Anillo;4;25
Anillo;4;15
Anillo;4;11
Anillo;4;2
Anillo;4;2
Anillo;4;4
Anillo;4;5
Anillo;4;3
Anillo;4;7
Anillo;4;5
Anillo;4;9
Anillo;4;2
Anillo;4;13
Anillo;4;60
Anillo;4;6
Anillo;4;4
Anillo;4;8
Anillo;4;76
Anillo;4;7
Anillo;4;6
Anillo;4;1
Anillo;4;14
Anillo;4;18
Anillo;4;4
Anillo;4;89
Anillo;4;6
Anillo;4;6
Anillo;4;4
Anillo;4;8
Anillo;4;9
Anillo;4;287
Anillo;4;1
Anillo;4;19
Anillo;4;3
Anillo;4;9
Anillo;4;7
Anillo;4;2
Anillo;4;13
Anillo;4;59
Anillo;4;3
Anillo;4;2
Anillo;4;23
Anillo;4;21
Anillo;4;7
Anillo;4;7
Anillo;5;8
Anillo;5;4
Anillo;5;5
Anillo;5;20
Anillo;5;31
Anillo;5;6
Anillo;5;5
Anillo;5;35
Anillo;5;13
Anillo;5;10
Anillo;5;1
Anillo;5;3
Anillo;5;3
Anillo;5;418
Anillo;5;9
Anillo;5;19
Anillo;5;36
Anillo;5;8
Anillo;5;3
Anillo;5;3
Anillo;5;56
Anillo;5;7
Anillo;5;3
Anillo;5;23
Anillo;5;11
Anillo;5;9
Anillo;5;8
Anillo;5;9
Anillo;5;6
Anillo;5;51
Anillo;5;44
Anillo;5;30
Anillo;5;7
Anillo;5;3
Anillo;5;7
Anillo;5;20
Anillo;5;5
Anillo;5;3
Anillo;5;17
Anillo;5;14
Anillo;5;2
Anillo;5;150
Anillo;5;2
Anillo;5;3
Anillo;5;7
Anillo;5;6
Anillo;5;8
Anillo;5;8
Anillo;5;5
Anillo;5;9
Anillo;5;5
Anillo;5;8
Anillo;5;7
Anillo;5;43
Anillo;5;9
Anillo;5;576
Anillo;5;7
Anillo;5;3
Anillo;5;2
Anillo;5;32
Anillo;5;15
Anillo;5;411
Anillo;5;7
Anillo;5;8
Anillo;5;11
Anillo;5;9
Anillo;5;3
Anillo;5;2
Anillo;5;9
Anillo;5;9
Anillo;5;6
Anillo;5;1
Anillo;5;3
Anillo;5;154
Anillo;5;5
Anillo;5;3
Anillo;5;2
Anillo;5;90
Anillo;5;5
Anillo;5;9
Anillo;5;7
Anillo;5;105
Anillo;5;3
Anillo;5;10
Anillo;5;7
Anillo;5;17
Anillo;5;9
Anillo;5;8
Anillo;5;11
Anillo;5;6
Anillo;5;6
Anillo;5;2
Anillo;5;4
Anillo;5;15
Anillo;5;6
Anillo;5;52
Anillo;5;4
Anillo;5;3
Anillo;5;50
Anillo;5;3
Anillo;5;78
Anillo;5;2
Anillo;5;59
Anillo;5;2
Anillo;5;13
Anillo;5;9
Anillo;5;8
Anillo;5;4
Anillo;5;6
Anillo;5;137
Anillo;5;4
Anillo;5;12
Anillo;5;3
Anillo;5;29
Anillo;5;9
Anillo;5;4
Anillo;5;4
Anillo;5;3
Anillo;5;13
Anillo;5;3
Anillo;5;8
Anillo;5;5
Anillo;5;2
Anillo;5;5
Anillo;5;55
Anillo;5;6
Anillo;5;4
Anillo;5;9
Anillo;5;6
Anillo;5;28
Anillo;5;5
Anillo;5;4
Anillo;5;5
Anillo;5;4
Anillo;5;3
Anillo;5;49
Anillo;5;3
Anillo;5;43
Anillo;5;47
Anillo;5;5
Anillo;5;3
Anillo;5;12
Anillo;5;6
Anillo;5;5
Anillo;5;5
Anillo;5;4
Anillo;5;3
Anillo;5;3
Anillo;5;59
Anillo;5;10
Anillo;5;24
Anillo;5;3
Anillo;5;74
Anillo;5;6
Anillo;5;3
Anillo;5;137
Anillo;5;8
Anillo;5;8
Anillo;5;4
Anillo;5;5
Anillo;5;11
Anillo;5;16
Anillo;5;2
Anillo;5;385
Anillo;5;15
Anillo;5;10
Anillo;5;2
Anillo;5;5
Anillo;5;9
Anillo;5;9
Anillo;5;149
Anillo;5;35
Anillo;5;45
Anillo;5;11
Anillo;5;4
Anillo;5;5
Anillo;5;4
Anillo;5;7
Anillo;5;4
Anillo;5;27
Anillo;5;7
Anillo;5;19
Anillo;5;3
Anillo;5;8
Anillo;5;1
Anillo;5;6
Anillo;5;1
Anillo;5;3
Anillo;5;4
Anillo;5;163
Anillo;5;12
Anillo;5;91
Anillo;5;8
Anillo;5;13
Anillo;5;6
Anillo;5;278
Anillo;5;8
Anillo;5;4
Anillo;5;16
Anillo;5;5
Anillo;5;2
Anillo;5;5
Anillo;5;2
Anillo;5;9
Anillo;5;4
Anillo;5;23
Anillo;5;7
Anillo;5;9
Anillo;5;2
Anillo;5;26
Anillo;5;3081
Anillo;5;297
Anillo;5;6
Anillo;5;6
Anillo;5;119
Anillo;5;11
Anillo;5;5
Anillo;5;7
Anillo;5;14
Anillo;5;7
Anillo;5;5
Anillo;5;2
Anillo;5;6
Anillo;5;11
Anillo;5;3
Anillo;5;63
Anillo;5;12
Anillo;5;56
Anillo;5;13
Anillo;5;14
Anillo;5;3
Anillo;5;10
Anillo;5;32
Anillo;5;26
Anillo;5;5
Anillo;5;12
Anillo;5;5
Anillo;5;93
Anillo;5;13
Anillo;5;14
Anillo;5;7
Anillo;5;4
Anillo;5;3
Anillo;5;4
Anillo;5;4
Anillo;5;241
Anillo;5;5
Anillo;5;9
Anillo;5;5
Anillo;5;9
Anillo;5;12
Anillo;5;5
Anillo;5;1
Anillo;5;6
Anillo;5;8
Anillo;5;10
Anillo;5;4
Anillo;5;5
Anillo;5;18
Anillo;5;4
Anillo;5;152
Anillo;5;7754
Anillo;5;10
Anillo;5;8
Anillo;5;7
Anillo;5;47
Anillo;5;10
Anillo;5;25
Anillo;5;5
Anillo;5;3
Anillo;5;5
Anillo;5;5
Anillo;5;16
Anillo;5;4
Anillo;5;70
Anillo;5;5
Anillo;5;6
Anillo;5;6
Anillo;5;3
Anillo;5;3
Anillo;5;3
Anillo;5;2
Anillo;5;4
Anillo;5;8
Anillo;5;22
Anillo;5;87
Anillo;5;11
Anillo;5;6
Anillo;5;9
Anillo;5;43
Anillo;5;5
Anillo;5;5
Anillo;5;5
Anillo;5;8
Anillo;5;4
Anillo;5;6
Anillo;5;6
Anillo;5;9
Anillo;5;7
Anillo;5;5
Anillo;5;205
Anillo;5;176
Anillo;5;3
Anillo;5;12
Anillo;5;3
Anillo;5;272
Anillo;5;4
Anillo;5;5
Anillo;5;13
Anillo;5;2
Anillo;5;10
Anillo;5;39
Anillo;5;6
Anillo;5;25
Anillo;5;7
Anillo;5;6
Anillo;5;10
Anillo;5;3
Anillo;5;4
Anillo;5;11
Anillo;5;24
Anillo;5;5
Anillo;5;914
Anillo;5;21
Anillo;5;5
Anillo;5;3
Anillo;5;2
Anillo;5;6
Anillo;5;16
Anillo;5;5
Anillo;5;6
Anillo;5;7
Anillo;5;4
Anillo;5;6
Anillo;5;15
Anillo;5;2
Anillo;5;31
Anillo;5;3
Anillo;5;27
Anillo;5;3
Anillo;5;42
Anillo;5;5
Anillo;5;19
Anillo;5;3
Anillo;5;3
Anillo;5;4
Anillo;5;16
Anillo;5;10
Anillo;5;13
Anillo;5;1
Anillo;5;3
Anillo;5;18
Anillo;5;8
Anillo;5;70
Anillo;5;8
Anillo;5;11
Anillo;5;30
Anillo;5;55
Anillo;5;7
Anillo;5;67
Anillo;5;5
Anillo;5;6
Anillo;5;2
Anillo;5;49
Anillo;5;15
Anillo;5;1
Anillo;5;6
Anillo;5;6
Anillo;5;3
Anillo;5;9
Anillo;5;5
Anillo;5;6
Anillo;5;1
Anillo;5;7
Anillo;5;2
Anillo;5;3
Anillo;5;3
Anillo;5;5
Anillo;5;735
Anillo;5;8
Anillo;5;13
Anillo;5;6
Anillo;5;11
Anillo;5;5
Anillo;5;16
Anillo;5;4
Anillo;5;7
Anillo;5;2
Anillo;5;4
Anillo;5;7
Anillo;5;15
Anillo;5;2
Anillo;5;5
Anillo;5;7
Anillo;5;7
Anillo;5;23
Anillo;5;31
Anillo;5;19
Anillo;5;14
Anillo;5;4
Anillo;5;2
Anillo;5;7
Anillo;5;8
Anillo;5;5
Anillo;5;7
Anillo;5;7
Anillo;5;3
Anillo;5;3
Anillo;5;4
Anillo;5;11
Anillo;5;12
Anillo;5;11
Anillo;5;3
Anillo;5;7
Anillo;5;8
Anillo;5;2
Anillo;5;2
Anillo;5;13
Anillo;5;4
Anillo;5;29
Anillo;5;22
Anillo;5;12
Anillo;5;12
Anillo;5;3
Anillo;5;13
Anillo;5;19
Anillo;5;5
Anillo;5;7
Anillo;5;28
Anillo;5;62
Anillo;5;3
Anillo;5;7
Anillo;5;4
Anillo;5;6
Anillo;5;34
Anillo;5;83
Anillo;5;5
Anillo;5;2
Anillo;5;9
Anillo;5;2
Anillo;5;6
Anillo;5;6
Anillo;5;5
Anillo;5;6
Anillo;5;3
Anillo;5;12
Anillo;5;24
Anillo;5;4
Anillo;5;6
Anillo;5;9
Anillo;5;11
Anillo;5;119
Anillo;5;3
Anillo;5;3
Anillo;5;19
Anillo;5;7
Anillo;5;1143
Anillo;5;5
Anillo;5;5
Anillo;5;3
Anillo;5;8
Anillo;5;5
Anillo;5;10
Anillo;5;3
Anillo;5;139
Anillo;5;10
Anillo;5;8
Anillo;5;3
Anillo;5;6
Anillo;5;5
Anillo;5;6
Anillo;5;6
Anillo;5;43
Anillo;5;3
Anillo;5;7
Anillo;5;3
Anillo;5;5
Anillo;5;6
Anillo;5;6
Anillo;5;6
Anillo;5;8
Anillo;5;3
Anillo;5;8
Anillo;5;5
Anillo;5;6
Anillo;5;2
Anillo;5;4
Anillo;5;54
Anillo;5;2
Anillo;5;13
Anillo;5;3
Anillo;5;2
Anillo;5;12
Anillo;5;32
Anillo;5;11
Anillo;5;4
Anillo;5;3
Anillo;5;5
Anillo;5;8
Anillo;5;6
Anillo;5;6
Anillo;5;35
Anillo;5;6
Anillo;5;7
Anillo;5;4
Anillo;5;682
Anillo;5;80
Anillo;5;6
Anillo;5;7
Anillo;5;7
Anillo;5;34
Anillo;5;12
Anillo;5;2
Anillo;5;2
Anillo;5;6
Anillo;5;10
Anillo;5;770
Anillo;5;367
Anillo;5;4
Anillo;5;31
Anillo;5;1
Anillo;5;1
Anillo;5;15
Anillo;5;3
Anillo;5;6
Anillo;5;6
Anillo;5;5
Anillo;5;10
Anillo;5;4
Anillo;5;4
Anillo;5;4
Anillo;5;3
Anillo;5;1342
Anillo;5;15
Anillo;5;10
Anillo;5;2
Anillo;5;3
Anillo;5;3
Anillo;5;8
Anillo;5;7
Anillo;5;4
Anillo;5;7
Anillo;5;2
Anillo;5;9
Anillo;5;3
Anillo;5;7
Anillo;5;35
Anillo;5;4
Anillo;5;14
Anillo;5;8
Anillo;5;6
Anillo;5;6
Anillo;5;4
Anillo;5;10
Anillo;5;10
Anillo;5;3
Anillo;5;3
Anillo;5;10
Anillo;5;9
Anillo;5;7
Anillo;5;2
Anillo;5;5
Anillo;5;6
Anillo;5;10
Anillo;5;10
Anillo;5;3
Anillo;5;592
Anillo;5;3
Anillo;5;2
Anillo;5;14
Anillo;5;4
Anillo;5;4
Anillo;5;4
Anillo;5;12
Anillo;5;22
Anillo;5;31
Anillo;5;4
Anillo;5;3
Anillo;5;15
Anillo;5;5
Anillo;5;17
Anillo;5;3
Anillo;5;4
Anillo;5;6
Anillo;5;5
Anillo;5;3
Anillo;5;27
Anillo;5;13
Anillo;5;35
Anillo;5;2
Anillo;5;6
Anillo;5;12
Anillo;5;9
Anillo;5;3
Anillo;5;4
Anillo;5;3
Anillo;5;7
Anillo;5;6
Anillo;5;17
Anillo;5;3
Anillo;5;2
Anillo;5;6
Anillo;5;9
Anillo;5;84
Anillo;5;4
Anillo;5;16
Anillo;5;3
Anillo;5;46
Anillo;5;29
Anillo;5;7
Anillo;5;7
Anillo;5;2
Anillo;5;3
Anillo;5;15
Anillo;5;29
Anillo;5;7
Anillo;5;11
Anillo;5;7
Anillo;5;3
Anillo;5;4
Anillo;5;8
Anillo;5;12
Anillo;5;9
Anillo;5;2
Anillo;5;48
Anillo;5;7
Anillo;5;4
Anillo;5;8
Anillo;5;9
Anillo;5;6
Anillo;5;5
Anillo;5;12
Anillo;5;45
Anillo;5;167
Anillo;5;7
Anillo;5;6
Anillo;5;1
Anillo;5;6
Anillo;5;31
Anillo;5;4
Anillo;5;8
Anillo;5;2
Anillo;5;6
Anillo;5;9
Anillo;5;5
Anillo;5;8
Anillo;5;4
Anillo;5;4
Anillo;5;622
Anillo;5;18
Anillo;5;5
Anillo;5;15
Anillo;5;16
Anillo;5;4
Anillo;5;9
Anillo;5;10
Anillo;5;6
Anillo;5;5
Anillo;5;5
Anillo;5;9
Anillo;5;24
Anillo;5;45
Anillo;5;18
Anillo;5;6
Anillo;5;6
Anillo;5;6
Anillo;5;3
Anillo;5;2
Anillo;5;17
Anillo;5;7
Anillo;5;4
Anillo;5;3
Anillo;5;3
Anillo;5;5
Anillo;5;3
Anillo;5;5
Anillo;5;4
Anillo;5;8
Anillo;5;5
Anillo;5;1
Anillo;5;289
Anillo;5;2
Anillo;5;2
Anillo;5;3
Anillo;5;5
Anillo;5;3
Anillo;5;8
Anillo;5;36
Anillo;5;21
Anillo;5;16
Anillo;5;218
Anillo;5;2
Anillo;5;59
Anillo;5;2
Anillo;5;6
Anillo;5;193
Anillo;5;4
Anillo;5;4
Anillo;5;5
Anillo;5;2
Anillo;5;4
Anillo;5;7
Anillo;5;3
Anillo;5;22
Anillo;5;54
Anillo;5;3
Anillo;5;5
Anillo;5;3
Anillo;5;4
Anillo;5;3
Anillo;5;8
Anillo;5;1
Anillo;5;5
Anillo;5;51
Anillo;5;8
Anillo;5;3
Anillo;5;2
Anillo;5;5
Anillo;5;4
Anillo;5;3
Anillo;5;5
Anillo;5;2
Anillo;5;63
Anillo;5;8
Anillo;5;34
Anillo;5;30
Anillo;5;10
Anillo;5;3
Anillo;5;7
Anillo;5;22
Anillo;5;7
Anillo;5;16
Anillo;5;9
Anillo;5;3
Anillo;5;127
Anillo;5;1
Anillo;5;5
Anillo;5;9
Anillo;5;6
Anillo;5;15
Anillo;5;8
Anillo;5;21
Anillo;5;8
Anillo;5;7
Anillo;5;3
Anillo;5;26
Anillo;5;31
Anillo;5;7
Anillo;5;13
Anillo;5;3
Anillo;5;3
Anillo;5;27
Anillo;5;3
Anillo;5;7
Anillo;5;14
Anillo;5;5
Anillo;5;9
Anillo;5;14
Anillo;5;4
Anillo;5;2
Anillo;5;9
Anillo;5;42
Anillo;5;10
Anillo;5;3
Anillo;5;4
Anillo;5;1
Anillo;5;14
Anillo;5;59
Anillo;5;15
Anillo;5;7
Anillo;5;5
Anillo;5;5
Anillo;5;6
Anillo;5;38
Anillo;5;6
Anillo;5;5
Anillo;5;16
Anillo;5;3
Anillo;5;12
Anillo;5;3
Anillo;5;271
Anillo;5;2
Anillo;5;9
Anillo;5;4
Anillo;5;7
Anillo;5;5
Anillo;5;5
Anillo;5;3
Anillo;5;6
Anillo;5;7
Anillo;5;8
Anillo;5;7
Anillo;5;7
Anillo;5;10
Anillo;5;2
Anillo;5;25
Anillo;5;4
Anillo;5;15
Anillo;5;3
Anillo;5;21
Anillo;5;12
Anillo;5;14
Anillo;5;4
Anillo;5;487
Anillo;5;4
Anillo;5;2
Anillo;5;2
Anillo;5;4
Anillo;5;4
Anillo;5;24
Anillo;5;4
Anillo;5;4
Anillo;5;57
Anillo;5;24
Anillo;5;9
Anillo;5;3
Anillo;5;4
Anillo;5;14
Anillo;5;3
Anillo;5;16
Anillo;5;28
Anillo;5;57
Anillo;5;5
Anillo;5;5
Anillo;5;4
Anillo;5;7
Anillo;5;2
Anillo;5;12
Anillo;5;88
Anillo;5;7
Anillo;5;3
Anillo;5;7
Anillo;5;8
Anillo;5;2
Anillo;5;7
Anillo;5;9
Anillo;5;12
Anillo;5;9
Anillo;5;4
Anillo;5;3
Anillo;5;8
Anillo;5;11
Anillo;5;6
Anillo;5;2
Anillo;5;6
Anillo;5;8
Anillo;5;3
Anillo;5;2
Anillo;5;5
Anillo;5;10
Anillo;5;2
Anillo;5;5
Anillo;5;13
Anillo;5;8
Anillo;5;3
Anillo;5;23
Anillo;5;3
Anillo;5;45
Anillo;5;5
Anillo;5;7
Anillo;5;12
Anillo;5;8
Anillo;5;4
Anillo;5;233
Anillo;5;1
Anillo;5;7
Anillo;5;9
Anillo;5;5
Anillo;5;91
Anillo;5;230
Anillo;5;9
Anillo;5;14
Anillo;5;6
Anillo;5;3
Anillo;5;23
Anillo;5;8
Anillo;5;10
Anillo;5;13
Anillo;5;1
Anillo;5;5
Anillo;5;4
Anillo;5;19
Anillo;5;3
Anillo;5;6
Anillo;5;7
Anillo;5;3
Anillo;5;2
Anillo;5;43
Anillo;5;5
Anillo;5;13
Anillo;5;30
Anillo;5;5
Anillo;5;2
Anillo;5;2
Anillo;5;4
Anillo;5;3
Anillo;5;5
Anillo;5;11
Anillo;5;4
Anillo;5;4
Anillo;5;5
Anillo;5;10
Anillo;5;2
Anillo;5;41
Anillo;5;7
Anillo;5;5
Anillo;5;3
Anillo;5;3
Anillo;5;3
Anillo;5;8
Anillo;5;4
Anillo;5;3
Anillo;5;15
Anillo;5;14
Anillo;5;2
Anillo;5;8
Anillo;5;2
Anillo;5;8
Anillo;5;336
Anillo;5;9
Anillo;5;2
Anillo;5;8
Anillo;5;4
Anillo;5;16
Anillo;5;7
Anillo;5;30
Anillo;5;3
Anillo;5;4
Anillo;5;2
Anillo;5;1
Anillo;5;3
Anillo;5;8
Anillo;5;6
Anillo;5;2
Anillo;5;8
Anillo;5;6
Anillo;5;7
Anillo;5;2
Anillo;5;23
Anillo;5;6
Anillo;5;2
Anillo;5;2
Anillo;5;46
Anillo;5;20
Anillo;5;30
Anillo;5;4
Anillo;5;33
Anillo;5;3
Anillo;5;72
Anillo;5;3
Anillo;5;34
Anillo;5;29
Anillo;5;6
Anillo;5;1
Anillo;5;2
Anillo;5;5
Anillo;5;11
Anillo;5;3
Anillo;5;4
Anillo;5;4
Anillo;5;6
Anillo;5;4
Anillo;5;11
Anillo;5;2
Anillo;5;3
Anillo;5;21
Anillo;5;14
Anillo;5;6
Anillo;5;5
Anillo;5;21
Anillo;5;4
Anillo;5;7
Anillo;5;4
Anillo;5;5
Anillo;5;3
Anillo;5;21
Anillo;5;8
Anillo;5;10
Anillo;5;5
Anillo;5;53
Anillo;5;7
Anillo;5;6
Anillo;5;9
Anillo;5;2
Anillo;5;45
Anillo;5;17
Anillo;5;12
Anillo;5;4
Anillo;5;9
Anillo;5;47
Anillo;5;5
Anillo;5;6
Anillo;5;3
Anillo;5;19
Anillo;5;3
Anillo;5;11
Anillo;5;4
Anillo;5;51
Anillo;5;5
Anillo;5;4
Anillo;6;8
Anillo;6;5
Anillo;6;6
Anillo;6;13
Anillo;6;9
Anillo;6;5
Anillo;6;3
Anillo;6;3
Anillo;6;15
Anillo;6;5
Anillo;6;2
Anillo;6;14
Anillo;6;10
Anillo;6;6
Anillo;6;40
Anillo;6;302
Anillo;6;6
Anillo;6;6
Anillo;6;2
Anillo;6;65
Anillo;6;3
Anillo;6;3
Anillo;6;4
Anillo;6;2
Anillo;6;10
Anillo;6;2
Anillo;6;5
Anillo;6;4
Anillo;6;4
Anillo;6;11
Anillo;6;5
Anillo;6;5
Anillo;6;10
Anillo;6;24
Anillo;6;3
Anillo;6;18
Anillo;6;3
Anillo;6;39
Anillo;6;4
Anillo;6;7
Anillo;6;12
Anillo;6;6
Anillo;6;2
Anillo;6;27
Anillo;6;23
Anillo;6;3
Anillo;6;317
Anillo;6;2
Anillo;6;12
Anillo;6;3
Anillo;6;35
Anillo;6;7
Anillo;6;5
Anillo;6;7
Anillo;6;54
Anillo;6;4
Anillo;6;45
Anillo;6;12
Anillo;6;2
Anillo;6;3
Anillo;6;7
Anillo;6;2
Anillo;6;5
Anillo;6;16
Anillo;6;18
Anillo;6;51
Anillo;6;2
Anillo;6;6
Anillo;6;10
Anillo;6;14
Anillo;6;19
Anillo;6;6
Anillo;6;4
Anillo;6;4
Anillo;6;5
Anillo;6;6
Anillo;6;4
Anillo;6;7
Anillo;6;5
Anillo;6;73
Anillo;6;3
Anillo;6;6
Anillo;6;8
Anillo;6;13
Anillo;6;3
Anillo;6;6
Anillo;6;5
Anillo;6;3
Anillo;6;6
Anillo;6;4
Anillo;6;9
Anillo;6;129
Anillo;6;1
Anillo;6;6
Anillo;6;2
Anillo;6;24
Anillo;6;19
Anillo;6;4
Anillo;6;3
Anillo;6;3
Anillo;6;9
Anillo;6;9
Anillo;6;7
Anillo;6;11
Anillo;6;7
Anillo;6;9
Anillo;6;2
Anillo;6;8
Anillo;6;8
Anillo;6;22
Anillo;6;14
Anillo;6;30
Anillo;6;83
Anillo;6;6
Anillo;6;12
Anillo;6;8
Anillo;6;4
Anillo;6;29
Anillo;6;65
Anillo;6;6
Anillo;6;5
Anillo;6;25
Anillo;6;6
Anillo;6;4
Anillo;6;34
Anillo;6;4
Anillo;6;6
Anillo;6;3
Anillo;6;4
Anillo;6;3
Anillo;6;13
Anillo;6;14
Anillo;6;3
Anillo;6;5
Anillo;6;20
Anillo;6;24
Anillo;6;5
Anillo;6;3
Anillo;6;4
Anillo;6;4
Anillo;6;3
Anillo;6;4
Anillo;6;2
Anillo;6;3
Anillo;6;16
Anillo;6;10
Anillo;6;15
Anillo;6;15
Anillo;6;4
Anillo;6;8
Anillo;6;9
Anillo;6;38
Anillo;6;37
Anillo;6;5
Anillo;6;30
Anillo;6;8
Anillo;6;10
Anillo;6;11
Anillo;6;3
Anillo;6;6
Anillo;6;6
Anillo;6;15
Anillo;6;7
Anillo;6;20
Anillo;6;3
Anillo;6;10
Anillo;6;8
Anillo;6;93
Anillo;6;14
Anillo;6;7
Anillo;6;3
Anillo;6;3
Anillo;6;10
Anillo;6;7
Anillo;6;3
Anillo;6;4
Anillo;6;4
Anillo;6;1
Anillo;6;12
Anillo;6;8
Anillo;6;29
Anillo;6;5
Anillo;6;5
Anillo;6;6
Anillo;6;30
Anillo;6;3
Anillo;6;46
Anillo;6;7
Anillo;6;3
Anillo;6;20
Anillo;6;8
Anillo;6;3
Anillo;6;37
Anillo;6;15
Anillo;6;28
Anillo;6;9
Anillo;6;3
Anillo;6;8
Anillo;6;549
Anillo;6;440
Anillo;6;4
Anillo;6;33
Anillo;6;5
Anillo;6;3
Anillo;6;4
Anillo;6;92
Anillo;6;5
Anillo;6;5
Anillo;6;4
Anillo;6;8
Anillo;6;3
Anillo;6;3
Anillo;6;61
Anillo;6;7
Anillo;6;6
Anillo;6;22
Anillo;6;25
Anillo;6;17
Anillo;6;11
Anillo;6;7
Anillo;6;66
Anillo;6;3
Anillo;6;3
Anillo;6;3
Anillo;6;9
Anillo;6;9
Anillo;6;11
Anillo;6;6
Anillo;6;2
Anillo;6;3
Anillo;6;5
Anillo;6;12
Anillo;6;5
Anillo;6;10
Anillo;6;19
Anillo;6;10
Anillo;6;16
Anillo;6;3
Anillo;6;4
Anillo;6;40
Anillo;6;3
Anillo;6;6
Anillo;6;5
Anillo;6;6
Anillo;6;37
Anillo;6;4
Anillo;6;8
Anillo;6;2
Anillo;6;4
Anillo;6;3
Anillo;6;2
Anillo;6;9
Anillo;6;94
Anillo;6;25
Anillo;6;151
Anillo;6;51
Anillo;6;35
Anillo;6;6
Anillo;6;8
Anillo;6;2
Anillo;6;2
Anillo;6;5
Anillo;6;14
Anillo;6;5
Anillo;6;18
Anillo;6;30
Anillo;6;6
Anillo;6;3
Anillo;6;5
Anillo;6;4
Anillo;6;5
Anillo;6;12
Anillo;6;280
Anillo;6;2
Anillo;6;5
Anillo;6;6
Anillo;6;19
Anillo;6;2
Anillo;6;2
Anillo;6;5
Anillo;6;13
Anillo;6;6
Anillo;6;7
Anillo;6;4
Anillo;6;25
Anillo;6;49
Anillo;6;6
Anillo;6;13
Anillo;6;18
Anillo;6;10
Anillo;6;26
Anillo;6;3
Anillo;6;8
Anillo;6;6
Anillo;6;14
Anillo;6;8
Anillo;6;11
Anillo;6;8
Anillo;6;9
Anillo;6;3
Anillo;6;2
Anillo;6;6
Anillo;6;6
Anillo;6;31
Anillo;6;6
Anillo;6;7
Anillo;6;12
Anillo;6;16
Anillo;6;8
Anillo;6;3
Anillo;6;5
Anillo;6;8
Anillo;6;54
Anillo;6;6
Anillo;6;3
Anillo;6;5
Anillo;6;2
Anillo;6;5
Anillo;6;14
Anillo;6;9
Anillo;6;11
Anillo;6;6
Anillo;6;6
Anillo;6;7
Anillo;6;5
Anillo;6;3
Anillo;6;4
Anillo;6;4
Anillo;6;3
Anillo;6;5
Anillo;6;12
Anillo;6;47
Anillo;6;5
Anillo;6;3
Anillo;6;41
Anillo;6;94
Anillo;6;9
Anillo;6;7
Anillo;6;7
Anillo;6;55
Anillo;6;4
Anillo;6;3
Anillo;6;3
Anillo;6;5
Anillo;6;3
Anillo;6;8
Anillo;6;2
Anillo;6;13
Anillo;6;1
Anillo;6;14
Anillo;6;6
Anillo;6;8
Anillo;6;29
Anillo;6;62
Anillo;6;6
Anillo;6;9
Anillo;6;5
Anillo;6;7
Anillo;6;12
Anillo;6;11
Anillo;6;6
Anillo;6;17
Anillo;6;2
Anillo;6;3
Anillo;6;26
Anillo;6;4
Anillo;6;5
Anillo;6;4750
Anillo;6;10
Anillo;6;48
Anillo;6;10
Anillo;6;5
Anillo;6;6
Anillo;6;3
Anillo;6;16
Anillo;6;4
Anillo;6;4
Anillo;6;146
Anillo;6;18
Anillo;6;5
