Topología de Red;Número de Nodos;Tiempo de Saturación
Estrella;7;3
Estrella;7;14
Estrella;7;10
Estrella;7;2
Estrella;7;11
Estrella;7;7
Estrella;7;2
Estrella;7;5
Estrella;7;7
Estrella;7;3
Estrella;7;9
Estrella;7;10
Estrella;7;6
Estrella;7;5
Estrella;7;67
Estrella;7;110
Estrella;7;6
Estrella;7;6
Estrella;7;6
Estrella;7;3
Estrella;7;5
Estrella;7;28
Estrella;7;1
Estrella;7;6
Estrella;7;18
Estrella;7;10
Estrella;7;4
Estrella;7;6
Estrella;7;2
Estrella;7;8
Estrella;7;10
Estrella;7;11
Estrella;7;9
Estrella;7;7
Estrella;7;344
Estrella;7;9
Estrella;7;19
Estrella;7;10
Estrella;7;5
Estrella;7;3
Estrella;7;3
Estrella;7;5
Estrella;7;6
Estrella;7;4
Estrella;7;8
Estrella;7;2
Estrella;7;14
Estrella;7;7
Estrella;7;3
Estrella;7;270
Estrella;7;8
Estrella;7;25
Estrella;7;4
Estrella;7;4
Estrella;7;212
Estrella;7;5
Estrella;7;3
Estrella;7;8
Estrella;7;6
Estrella;7;3
Estrella;7;9
Estrella;7;304
Estrella;7;10
Estrella;7;5
Estrella;7;12
Estrella;7;58
Estrella;7;5
Estrella;7;3
Estrella;7;8
Estrella;7;3
Estrella;7;2
Estrella;7;5
Estrella;7;4
Estrella;7;13
Estrella;7;10
Estrella;7;12
Estrella;7;15
Estrella;7;16
Estrella;7;2
Estrella;7;15
Estrella;7;9
Estrella;7;14
Estrella;7;2
Estrella;7;4
Estrella;7;87
Estrella;7;2
Estrella;7;15
Estrella;7;2
Estrella;7;2
Estrella;7;5
Estrella;7;11
Estrella;7;86
Estrella;7;40
Estrella;7;131
Estrella;7;6
Estrella;7;6
Estrella;7;3
Estrella;7;5
Estrella;7;5
Estrella;7;2
Estrella;7;7
Estrella;7;10
Estrella;7;4
Estrella;7;5
Estrella;7;3
Estrella;7;16
Estrella;7;3
Estrella;7;6
Estrella;7;3
Estrella;7;47
Estrella;7;6
Estrella;7;10
Estrella;7;16
Estrella;7;12
Estrella;7;7
Estrella;7;11
Estrella;7;8
Estrella;7;22
Estrella;7;7
Estrella;7;3
Estrella;7;4
Estrella;7;5
Estrella;7;21
Estrella;7;2
Estrella;7;8
Estrella;7;2
Estrella;7;3
Estrella;7;5
Estrella;7;30
Estrella;7;8
Estrella;7;5
Estrella;7;3
Estrella;7;14
Estrella;7;3
Estrella;7;94
Estrella;7;9
Estrella;7;4
Estrella;7;6
Estrella;7;1
Estrella;7;6
Estrella;7;7
Estrella;7;23
Estrella;7;6
Estrella;7;10
Estrella;7;7
Estrella;7;3
Estrella;7;5
Estrella;7;16
Estrella;7;176
Estrella;7;4
Estrella;7;13
Estrella;7;2
Estrella;7;134
Estrella;7;6
Estrella;7;7
Estrella;7;9
Estrella;7;19
Estrella;7;1
Estrella;7;21
Estrella;7;2
Estrella;7;4
Estrella;7;7
Estrella;7;11
Estrella;7;3
Estrella;7;2
Estrella;7;27
Estrella;7;25
Estrella;7;12
Estrella;7;4
Estrella;7;3
Estrella;7;3
Estrella;7;7
Estrella;7;35
Estrella;7;9
Estrella;7;9
Estrella;7;8
Estrella;7;22
Estrella;7;3
Estrella;7;11
Estrella;7;4
Estrella;7;8
Estrella;7;2
Estrella;7;9
Estrella;7;7
Estrella;7;14
Estrella;7;16
Estrella;7;3
Estrella;7;28
Estrella;7;3
Estrella;7;54
Estrella;7;7
Estrella;7;2
Estrella;7;3
Estrella;7;6
Estrella;7;47
Estrella;7;3
Estrella;7;7
Estrella;7;4
Estrella;7;3
Estrella;7;7
Estrella;7;3
Estrella;7;510
Estrella;7;5
Estrella;7;10
Estrella;7;15
Estrella;7;8
Estrella;7;7
Estrella;7;4
Estrella;7;4
Estrella;7;71
Estrella;7;7
Estrella;7;15
Estrella;7;8
Estrella;7;31
Estrella;7;4
Estrella;7;21
Estrella;7;4
Estrella;7;1193
Estrella;7;21
Estrella;7;11
Estrella;7;14
Estrella;7;7
Estrella;7;21
Estrella;7;72
Estrella;7;3
Estrella;7;1
Estrella;7;11
Estrella;7;16
Estrella;7;114
Estrella;7;128
Estrella;7;3
Estrella;7;3
Estrella;7;3
Estrella;7;7
Estrella;7;4
Estrella;7;26
Estrella;7;74
Estrella;7;2
Estrella;7;7
Estrella;7;43
Estrella;7;10
Estrella;7;20
Estrella;7;4
Estrella;7;36
Estrella;7;17
Estrella;7;7
Estrella;7;2
Estrella;7;2
Estrella;7;10
Estrella;7;3
Estrella;7;3
Estrella;7;8
Estrella;7;6
Estrella;7;2
Estrella;7;9
Estrella;7;196
Estrella;7;8
Estrella;7;6
Estrella;7;13
Estrella;7;12
Estrella;7;33
Estrella;7;3736
Estrella;7;3
Estrella;7;6
Estrella;7;9
Estrella;7;22
Estrella;7;3
Estrella;7;8
Estrella;7;105
Estrella;7;1
Estrella;7;7
Estrella;7;3
Estrella;7;3
Estrella;7;15
Estrella;7;18
Estrella;7;4
Estrella;7;3
Estrella;7;11
Estrella;7;3
Estrella;7;6
Estrella;7;12
Estrella;7;7
Estrella;7;3
Estrella;7;3
Estrella;7;11
Estrella;7;3
Estrella;7;3
Estrella;7;20
Estrella;7;19
Estrella;7;11
Estrella;7;4
Estrella;7;112
Estrella;7;11
Estrella;7;8
Estrella;7;4
Estrella;7;4
Estrella;7;156
Estrella;7;34
Estrella;7;12
Estrella;7;36
Estrella;7;6
Estrella;7;30
Estrella;7;23
Estrella;7;2
Estrella;7;63
Estrella;7;4
Estrella;7;3
Estrella;7;12
Estrella;7;9
Estrella;7;13
Estrella;7;3
Estrella;7;3
Estrella;7;12
Estrella;7;6
Estrella;7;5
Estrella;7;7
Estrella;7;251
Estrella;7;18
Estrella;7;5
Estrella;7;4
Estrella;7;13
Estrella;7;5
Estrella;7;13
Estrella;7;9
Estrella;7;11
Estrella;7;4
Estrella;7;5
Estrella;7;34
Estrella;7;10
Estrella;7;8
Estrella;7;5
Estrella;7;45
Estrella;7;5
Estrella;7;5
Estrella;7;6
Estrella;7;8
Estrella;7;17
Estrella;7;4
Estrella;7;43
Estrella;7;4
Estrella;7;2
Estrella;7;25
Estrella;7;25
Estrella;7;3
Estrella;7;5
Estrella;7;20
Estrella;7;7
Estrella;7;21
Estrella;7;6
Estrella;7;8
Estrella;7;5
Estrella;7;5
Estrella;7;14
Estrella;7;7
Estrella;7;4
Estrella;7;14
Estrella;7;26
Estrella;7;5
Estrella;7;2
Estrella;7;13
Estrella;7;6
Estrella;7;54
Estrella;7;24
Estrella;7;3
Estrella;7;3
Estrella;7;57
Estrella;7;46
Estrella;7;3
Estrella;7;4
Estrella;7;34
Estrella;7;3
Estrella;7;3
Estrella;7;5
Estrella;7;20
Estrella;7;19
Estrella;7;46
Estrella;7;10
Estrella;7;3
Estrella;7;34
Estrella;7;5
Estrella;7;26
Estrella;7;5
Estrella;7;19
Estrella;7;12
Estrella;7;509
Estrella;7;92
Estrella;7;205
Estrella;7;4
Estrella;7;8
Estrella;7;3
Estrella;7;5
Estrella;7;8
Estrella;7;7
Estrella;7;14
Estrella;7;4
Estrella;7;283
Estrella;7;9
Estrella;7;3
Estrella;7;5
Estrella;7;4
Estrella;7;28
Estrella;7;4
Estrella;7;3
Estrella;7;7
Estrella;7;6
Estrella;7;39
Estrella;7;3
Estrella;7;21
Estrella;7;5
Estrella;7;15
Estrella;7;3
Estrella;7;4
Estrella;7;6
Estrella;7;3
Estrella;7;2
Estrella;7;13
Estrella;7;76
Estrella;7;12
Estrella;7;3
Estrella;7;100
Estrella;7;2
Estrella;7;16
Estrella;7;5
Estrella;7;7
Estrella;7;5
Estrella;7;3
Estrella;7;42
Estrella;7;195
Estrella;7;3
Estrella;7;9
Estrella;7;6
Estrella;7;26
Estrella;7;9
Estrella;7;3
Estrella;7;13
Estrella;7;3
Estrella;7;8
Estrella;7;3
Estrella;7;6
Estrella;7;3
Estrella;7;7
Estrella;7;11
Estrella;7;15
Estrella;7;3
Estrella;7;3
Estrella;7;6
Estrella;7;31
Estrella;7;12
Estrella;7;9
Estrella;7;7
Estrella;7;32
Estrella;7;3
Estrella;7;8
Estrella;7;10
Estrella;7;12
Estrella;7;16
Estrella;7;6
Estrella;7;5
Estrella;7;3
Estrella;7;4
Estrella;7;3
Estrella;7;20
Estrella;7;5
Estrella;7;6
Estrella;7;3
Estrella;7;4
Estrella;7;66
Estrella;7;3
Estrella;7;4
Estrella;7;2
Estrella;7;4
Estrella;7;3
Estrella;7;9
Estrella;7;19
Estrella;7;2
Estrella;7;7
Estrella;7;3
Estrella;7;4
Estrella;7;16
Estrella;7;3
Estrella;7;18
Estrella;7;20
Estrella;7;16
Estrella;7;14
Estrella;7;9
Estrella;7;23
Estrella;7;34
Estrella;7;30
Estrella;7;34
Estrella;7;27
Estrella;7;21
Estrella;7;6
Estrella;7;155
Estrella;7;15
Estrella;7;4
Estrella;7;33
Estrella;7;4
Estrella;7;8
Estrella;7;3
Estrella;7;22
Estrella;7;5
Estrella;7;16
Estrella;7;2
Estrella;7;6
Estrella;7;2
Estrella;7;29
Estrella;7;8
Estrella;7;5
Estrella;7;3
Estrella;7;9
Estrella;7;5
Estrella;7;63
Estrella;7;12
Estrella;7;18
Estrella;7;6
Estrella;7;3
Estrella;7;24
Estrella;7;6
Estrella;7;4
Estrella;7;3
Estrella;7;30
Estrella;7;4
Estrella;7;8
Estrella;7;15
Estrella;7;10
Estrella;7;15
Estrella;7;4
Estrella;7;23
Estrella;7;4
Estrella;7;4
Estrella;7;6
Estrella;7;8
Estrella;7;3
Estrella;7;182
Estrella;7;6
Estrella;7;4
Estrella;7;8
Estrella;7;3
Estrella;7;7
Estrella;7;2
Estrella;7;15
Estrella;7;20
Estrella;7;4
Estrella;7;44
Estrella;7;3
Estrella;7;9
Estrella;7;11
Estrella;7;5
Estrella;7;6
Estrella;7;3
Estrella;7;3
Estrella;7;44
Estrella;7;6
Estrella;7;4
Estrella;7;5
Estrella;7;6
Estrella;7;3
Estrella;7;13
Estrella;7;6
Estrella;7;5
Estrella;7;6
Estrella;7;2
Estrella;7;1983
Estrella;7;3
Estrella;7;5
Estrella;7;7
Estrella;7;5
Estrella;7;7
Estrella;7;3
Estrella;7;4
Estrella;7;10
Estrella;7;40
Estrella;7;16
Estrella;7;11
Estrella;7;19
Estrella;7;5
Estrella;7;6
Estrella;7;3
Estrella;7;4
Estrella;7;32
Estrella;7;4
Estrella;7;3
Estrella;7;2
Estrella;7;6
Estrella;7;7
Estrella;7;51
Estrella;7;6
Estrella;7;61
Estrella;7;3
Estrella;7;11
Estrella;7;10
Estrella;7;8
Estrella;7;31
Estrella;7;11
Estrella;7;7
Estrella;7;5
Estrella;7;209
Estrella;7;9
Estrella;7;11
Estrella;7;9
Estrella;7;4
Estrella;7;2
Estrella;7;5
Estrella;7;10
Estrella;7;14
Estrella;7;4
Estrella;7;7
Estrella;7;3
Estrella;7;3
Estrella;7;18
Estrella;7;49
Estrella;7;8
Estrella;7;5
Estrella;7;4
Estrella;7;8
Estrella;7;7
Estrella;7;6
Estrella;7;78
Estrella;7;14
Estrella;7;115
Estrella;7;6
Estrella;7;10
Estrella;7;25
Estrella;7;9
Estrella;7;3
Estrella;7;172
Estrella;7;3
Estrella;7;5
Estrella;7;6
Estrella;7;6
Estrella;7;7
Estrella;7;9
Estrella;7;12
Estrella;7;8
Estrella;7;12
Estrella;7;6
Estrella;7;2
Estrella;7;5
Estrella;7;10
Estrella;7;9
Estrella;7;8
Estrella;7;3
Estrella;7;3
Estrella;7;7
Estrella;7;15
Estrella;7;104
Estrella;7;6
Estrella;7;4
Estrella;7;19
Estrella;7;3
Estrella;7;2
Estrella;7;9
Estrella;7;10
Estrella;7;6
Estrella;7;3978
Estrella;7;3
Estrella;7;22
Estrella;7;13
Estrella;7;68
Estrella;7;14
Estrella;7;8
Estrella;7;12
Estrella;7;3
Estrella;7;5
Estrella;7;20
Estrella;7;3
Estrella;7;19
Estrella;7;4
Estrella;7;3
Estrella;7;6
Estrella;7;7
Estrella;7;6
Estrella;7;3
Estrella;7;10
Estrella;7;6
Estrella;7;5
Estrella;7;5
Estrella;7;2
Estrella;7;5
Estrella;7;8
Estrella;7;2
Estrella;7;4
Estrella;7;3
Estrella;7;3
Estrella;7;9
Estrella;7;5
Estrella;7;3
Estrella;7;2
Estrella;7;2
Estrella;7;5
Estrella;7;7
Estrella;7;5
Estrella;7;3
Estrella;7;4
Estrella;7;10
Estrella;7;8
Estrella;7;2
Estrella;7;7
Estrella;7;5
Estrella;7;5
Estrella;7;9
Estrella;7;17
Estrella;7;48
Estrella;7;261
Estrella;7;7
Estrella;7;4
Estrella;7;27
Estrella;7;5
Estrella;7;3
Estrella;7;11
Estrella;7;3
Estrella;7;5
Estrella;7;6
Estrella;7;10
Estrella;7;4
Estrella;7;3
Estrella;7;25
Estrella;7;10
Estrella;7;4
Estrella;7;16
Estrella;7;9
Estrella;7;9
Estrella;7;6
Estrella;7;2
Estrella;7;4
Estrella;7;11
Estrella;7;6
Estrella;7;409
Estrella;7;7
Estrella;7;23
Estrella;7;1
Estrella;7;13
Estrella;7;3
Estrella;7;3
Estrella;7;2
Estrella;7;21
Estrella;7;24
Estrella;7;53
Estrella;7;40
Estrella;7;25
Estrella;7;233
Estrella;7;4
Estrella;7;43
Estrella;7;2
Estrella;7;30
Estrella;7;8
Estrella;7;6
Estrella;7;9
Estrella;7;7
Estrella;7;4
Estrella;7;12
Estrella;7;13
Estrella;7;7
Estrella;7;63
Estrella;7;2
Estrella;7;13
Estrella;7;2
Estrella;7;3
Estrella;7;4
Estrella;7;8
Estrella;7;3
Estrella;7;2
Estrella;7;3
Estrella;7;3
Estrella;7;5
Estrella;7;15
Estrella;7;11
Estrella;7;10
Estrella;7;4
Estrella;7;5
Estrella;7;46
Estrella;7;6
Estrella;7;4
Estrella;7;6
Estrella;7;3
Estrella;7;3
Estrella;7;10
Estrella;7;5
Estrella;7;5
Estrella;7;8
Estrella;7;6
Estrella;7;3
Estrella;7;4
Estrella;7;2
Estrella;7;2
Estrella;7;6
Estrella;7;3
Estrella;7;7
Estrella;7;5
Estrella;7;8
Estrella;7;16
Estrella;7;6
Estrella;7;8
Estrella;7;4
Estrella;7;8
Estrella;7;18
Estrella;7;28
Estrella;7;10
Estrella;7;12
Estrella;7;5
Estrella;7;2
Estrella;7;10
Estrella;7;8
Estrella;7;3
Estrella;7;3
Estrella;7;3
Estrella;7;4
Estrella;7;5
Estrella;7;15
Estrella;7;70
Estrella;7;2
Estrella;7;14
Estrella;7;4
Estrella;7;15
Estrella;7;19
Estrella;7;4
Estrella;7;2
Estrella;7;4
Estrella;7;5
Estrella;7;136
Estrella;7;56
Estrella;7;3
Estrella;7;15
Estrella;7;7
Estrella;7;476
Estrella;7;3
Estrella;7;13
Estrella;7;8
Estrella;7;13
Estrella;7;8
Estrella;7;3
Estrella;7;8
Estrella;7;4
Estrella;7;3
Estrella;7;13
Estrella;7;3
Estrella;7;37
Estrella;7;24
Estrella;7;15
Estrella;7;6
Estrella;7;13
Estrella;7;10
Estrella;7;10
Estrella;7;6
Estrella;7;5
Estrella;7;6
Estrella;7;3
Estrella;7;4
Estrella;7;10
Estrella;7;7
Estrella;7;6
Estrella;7;7
Estrella;7;3
Estrella;7;4
Estrella;7;3
Estrella;7;2
Estrella;7;4
Estrella;7;8
Estrella;8;4
Estrella;8;8
Estrella;8;107
Estrella;8;7
Estrella;8;11
Estrella;8;3
Estrella;8;81
Estrella;8;3
Estrella;8;8
Estrella;8;7
Estrella;8;4
Estrella;8;3
Estrella;8;24
Estrella;8;12
Estrella;8;8
Estrella;8;15
Estrella;8;39
Estrella;8;9
Estrella;8;17
Estrella;8;5
Estrella;8;3
Estrella;8;7
Estrella;8;3
Estrella;8;22
Estrella;8;9
Estrella;8;3
Estrella;8;4
Estrella;8;6
Estrella;8;6
Estrella;8;32
Estrella;8;7
Estrella;8;5
Estrella;8;8
Estrella;8;13
Estrella;8;86
Estrella;8;7
Estrella;8;3
Estrella;8;3
Estrella;8;11
Estrella;8;13
Estrella;8;14
Estrella;8;4
Estrella;8;16
Estrella;8;13
Estrella;8;48
Estrella;8;5
Estrella;8;3
Estrella;8;13
Estrella;8;6
Estrella;8;3
Estrella;8;20
Estrella;8;11
Estrella;8;8
Estrella;8;2
Estrella;8;2
Estrella;8;3
Estrella;8;7
Estrella;8;2
Estrella;8;4
Estrella;8;3
Estrella;8;8
Estrella;8;14
Estrella;8;5
Estrella;8;30
Estrella;8;6
Estrella;8;3
Estrella;8;8
Estrella;8;6
Estrella;8;6
Estrella;8;3
Estrella;8;2
Estrella;8;4
Estrella;8;3
Estrella;8;89
Estrella;8;3
Estrella;8;2
Estrella;8;8
Estrella;8;2
Estrella;8;7
Estrella;8;4
Estrella;8;15
Estrella;8;4
Estrella;8;6
Estrella;8;7
Estrella;8;3
Estrella;8;7
Estrella;8;5
Estrella;8;16
Estrella;8;6
Estrella;8;7
Estrella;8;12
Estrella;8;6
Estrella;8;5
Estrella;8;56
Estrella;8;7
Estrella;8;4
Estrella;8;6
Estrella;8;10
Estrella;8;3
Estrella;8;19
Estrella;8;9
Estrella;8;5
Estrella;8;4
Estrella;8;5
Estrella;8;3
Estrella;8;84
Estrella;8;5
Estrella;8;10
Estrella;8;7
Estrella;8;2
Estrella;8;10
Estrella;8;8
Estrella;8;4
Estrella;8;7
Estrella;8;4
Estrella;8;20
Estrella;8;3
Estrella;8;4
Estrella;8;21
Estrella;8;8
Estrella;8;3
Estrella;8;3
Estrella;8;2
Estrella;8;6
Estrella;8;32
Estrella;8;18
Estrella;8;5
Estrella;8;30
Estrella;8;2
Estrella;8;51
Estrella;8;34
Estrella;8;420
Estrella;8;8
Estrella;8;2
Estrella;8;47
Estrella;8;6
Estrella;8;7
Estrella;8;3
Estrella;8;5
Estrella;8;2
Estrella;8;8
Estrella;8;6
Estrella;8;4
Estrella;8;35
Estrella;8;9
Estrella;8;4
Estrella;8;15
Estrella;8;2
Estrella;8;23
Estrella;8;9
Estrella;8;7
Estrella;8;43
Estrella;8;3
Estrella;8;4
Estrella;8;6
Estrella;8;136
Estrella;8;9
Estrella;8;3
Estrella;8;4
Estrella;8;8
Estrella;8;169
Estrella;8;3
Estrella;8;12
Estrella;8;8
Estrella;8;30
Estrella;8;4
Estrella;8;14
Estrella;8;80
Estrella;8;7
Estrella;8;6
Estrella;8;6
Estrella;8;5
Estrella;8;3
Estrella;8;6
Estrella;8;7
Estrella;8;6
Estrella;8;10
Estrella;8;2
Estrella;8;4
Estrella;8;4
Estrella;8;3
Estrella;8;10
Estrella;8;7
Estrella;8;18
Estrella;8;15
Estrella;8;4
Estrella;8;5
Estrella;8;3
Estrella;8;2
Estrella;8;3
Estrella;8;18
Estrella;8;13
Estrella;8;8
Estrella;8;3
Estrella;8;4
Estrella;8;4
Estrella;8;8
Estrella;8;14
Estrella;8;15
Estrella;8;4
Estrella;8;3
Estrella;8;3
Estrella;8;3
Estrella;8;11
Estrella;8;5
Estrella;8;17
Estrella;8;5
Estrella;8;4
Estrella;8;19
Estrella;8;17
Estrella;8;3
Estrella;8;8
Estrella;8;9
Estrella;8;6
Estrella;8;3
Estrella;8;300
Estrella;8;2
Estrella;8;19
Estrella;8;13
Estrella;8;5
Estrella;8;7
Estrella;8;7
Estrella;8;6
Estrella;8;5
Estrella;8;3
Estrella;8;7
Estrella;8;75
Estrella;8;8
Estrella;8;3
Estrella;8;6
Estrella;8;5
Estrella;8;7
Estrella;8;6
Estrella;8;130
Estrella;8;57
Estrella;8;10
Estrella;8;4
Estrella;8;4
Estrella;8;7
Estrella;8;4
Estrella;8;11
Estrella;8;3
Estrella;8;2
Estrella;8;3
Estrella;8;3
Estrella;8;50
Estrella;8;10
Estrella;8;5
Estrella;8;15
Estrella;8;17
Estrella;8;8
Estrella;8;3
Estrella;8;2
Estrella;8;3
Estrella;8;116
Estrella;8;4
Estrella;8;13
Estrella;8;63
Estrella;8;15
Estrella;8;3
Estrella;8;104
Estrella;8;9
Estrella;8;3
Estrella;8;7
Estrella;8;4
Estrella;8;7
Estrella;8;15
Estrella;8;5
Estrella;8;2
Estrella;8;6
Estrella;8;5
Estrella;8;9
Estrella;8;4
Estrella;8;4
Estrella;8;5
Estrella;8;5
Estrella;8;2
Estrella;8;6
Estrella;8;4
Estrella;8;6
Estrella;8;6
Estrella;8;42
Estrella;8;23
Estrella;8;3
Estrella;8;5
Estrella;8;3
Estrella;8;38
Estrella;8;7
Estrella;8;16
Estrella;8;5
Estrella;8;3
Estrella;8;50
Estrella;8;11
Estrella;8;7
Estrella;8;45
Estrella;8;3
Estrella;8;8
Estrella;8;6
Estrella;8;13
Estrella;8;3
Estrella;8;7
Estrella;8;23
Estrella;8;6
Estrella;8;18
Estrella;8;4
Estrella;8;4
Estrella;8;3
Estrella;8;1
Estrella;8;4
Estrella;8;2
Estrella;8;6
Estrella;8;8
Estrella;8;47
Estrella;8;7
Estrella;8;6
Estrella;8;8
Estrella;8;7
Estrella;8;8
Estrella;8;6
Estrella;8;3
Estrella;8;6
Estrella;8;3
Estrella;8;3
Estrella;8;8
Estrella;8;2
Estrella;8;3
Estrella;8;8
Estrella;8;4
Estrella;8;8
Estrella;8;4
Estrella;8;6
Estrella;8;6
Estrella;8;19
Estrella;8;4
Estrella;8;4
Estrella;8;3
Estrella;8;3
Estrella;8;3
Estrella;8;10
Estrella;8;23
Estrella;8;7
Estrella;8;12
Estrella;8;6
Estrella;8;58
Estrella;8;16
Estrella;8;13
Estrella;8;4
Estrella;8;3
Estrella;8;6
Estrella;8;11
Estrella;8;20
Estrella;8;7
Estrella;8;8
Estrella;8;8
Estrella;8;2593
Estrella;8;5
Estrella;8;2
Estrella;8;6
Estrella;8;3
Estrella;8;2
Estrella;8;95
Estrella;8;7
Estrella;8;13
Estrella;8;2
Estrella;8;10
Estrella;8;4
Estrella;8;4
Estrella;8;7
Estrella;8;6
Estrella;8;3
Estrella;8;20
Estrella;8;8
Estrella;8;4
Estrella;8;8
Estrella;8;10
Estrella;8;5
Estrella;8;8
Estrella;8;4
Estrella;8;11
Estrella;8;3
Estrella;8;31
Estrella;8;20
Estrella;8;6
Estrella;8;5
Estrella;8;4
Estrella;8;2
Estrella;8;10
Estrella;8;7
Estrella;8;5
Estrella;8;5
Estrella;8;5
Estrella;8;9
Estrella;8;21
Estrella;8;8
Estrella;8;4
Estrella;8;4
Estrella;8;9
Estrella;8;6
Estrella;8;143
Estrella;8;3
Estrella;8;255
Estrella;8;9
Estrella;8;613
Estrella;8;30
Estrella;8;17
Estrella;8;5
Estrella;8;6
Estrella;8;11
Estrella;8;29
Estrella;8;4
Estrella;8;5
Estrella;8;34
Estrella;8;1
Estrella;8;11
Estrella;8;3
Estrella;8;6
Estrella;8;6
Estrella;8;7
Estrella;8;44
Estrella;8;6
Estrella;8;5
Estrella;8;8
Estrella;8;7
Estrella;8;5
Estrella;8;5
Estrella;8;3
Estrella;8;5
Estrella;8;5
Estrella;8;6
Estrella;8;71
Estrella;8;3
Estrella;8;5
Estrella;8;4
Estrella;8;9
Estrella;8;4
Estrella;8;3
Estrella;8;2
Estrella;8;6
Estrella;8;10
Estrella;8;9
Estrella;8;4
Estrella;8;7
Estrella;8;3
Estrella;8;28
Estrella;8;11
Estrella;8;3
Estrella;8;4
Estrella;8;18
Estrella;8;6
Estrella;8;20
Estrella;8;3
Estrella;8;8
Estrella;8;3
Estrella;8;5
Estrella;8;88
Estrella;8;4
Estrella;8;14
Estrella;8;5
Estrella;8;7
Estrella;8;4
Estrella;8;25
Estrella;8;37
Estrella;8;4
Estrella;8;4
Estrella;8;9
Estrella;8;2
Estrella;8;16
Estrella;8;3
Estrella;8;3
Estrella;8;5
Estrella;8;3
Estrella;8;2
Estrella;8;6
Estrella;8;10
Estrella;8;3
Estrella;8;4
Estrella;8;26
Estrella;8;5
Estrella;8;21
Estrella;8;3
Estrella;8;10
Estrella;8;12
Estrella;8;3
Estrella;8;4
Estrella;8;3
Estrella;8;5
Estrella;8;6
Estrella;8;4
Estrella;8;14
Estrella;8;4
Estrella;8;3
Estrella;8;5
Estrella;8;5
Estrella;8;4
Estrella;8;15
Estrella;8;9
Estrella;8;2
Estrella;8;5
Estrella;8;2
Estrella;8;4
Estrella;8;555
Estrella;8;5
Estrella;8;16
Estrella;8;6
Estrella;8;8
Estrella;8;12
Estrella;8;370
Estrella;8;13
Estrella;8;6
Estrella;8;13
Estrella;8;3
Estrella;8;15
Estrella;8;18
Estrella;8;12
Estrella;8;8
Estrella;8;6
Estrella;8;13
Estrella;8;8
Estrella;8;14
Estrella;8;6
Estrella;8;9
Estrella;8;9
Estrella;8;3
Estrella;8;10
Estrella;8;44
Estrella;8;255
Estrella;8;4
Estrella;8;19
Estrella;8;4
Estrella;8;10
Estrella;8;5
Estrella;8;6
Estrella;8;8
Estrella;8;7
Estrella;8;7
Estrella;8;736
Estrella;8;3
Estrella;8;23
Estrella;8;74
Estrella;8;7
Estrella;8;253
Estrella;8;4
Estrella;8;473
Estrella;8;4
Estrella;8;24
Estrella;8;12
Estrella;8;3
Estrella;8;8
Estrella;8;6
Estrella;8;4
Estrella;8;63
Estrella;8;5
Estrella;8;3
Estrella;8;4
Estrella;8;19
Estrella;8;3
Estrella;8;6
Estrella;8;4
Estrella;8;3
Estrella;8;28
Estrella;8;39
Estrella;8;4
Estrella;8;2
Estrella;8;13
Estrella;8;8
Estrella;8;7
Estrella;8;4
Estrella;8;81
Estrella;8;20
Estrella;8;13
Estrella;8;4
Estrella;8;3
Estrella;8;4
Estrella;8;3
Estrella;8;13
Estrella;8;13
Estrella;8;4
Estrella;8;5
Estrella;8;6
Estrella;8;10
Estrella;8;10
Estrella;8;4
Estrella;8;41
Estrella;8;5
Estrella;8;9
Estrella;8;9
Estrella;8;6
Estrella;8;10
Estrella;8;8
Estrella;8;3
Estrella;8;10
Estrella;8;6
Estrella;8;9
Estrella;8;5
Estrella;8;8
Estrella;8;12
Estrella;8;5
Estrella;8;80
Estrella;8;5
Estrella;8;6
Estrella;8;5
Estrella;8;9
Estrella;8;4552
Estrella;8;17
Estrella;8;14
Estrella;8;6
Estrella;8;4
Estrella;8;25
Estrella;8;8
Estrella;8;8
Estrella;8;4
Estrella;8;6
Estrella;8;4
Estrella;8;3
Estrella;8;8
Estrella;8;2
Estrella;8;7
Estrella;8;4
Estrella;8;7
Estrella;8;7
Estrella;8;4
Estrella;8;12
Estrella;8;6
Estrella;8;8
Estrella;8;8
Estrella;8;3
Estrella;8;4
Estrella;8;10
Estrella;8;7
Estrella;8;7
Estrella;8;6
Estrella;8;3
Estrella;8;10
Estrella;8;7
Estrella;8;6
Estrella;8;18
Estrella;8;3
Estrella;8;5
Estrella;8;22
Estrella;8;43
Estrella;8;13
Estrella;8;5
Estrella;8;6
Estrella;8;699
Estrella;8;14
Estrella;8;10
Estrella;8;8
Estrella;8;2
Estrella;8;24
Estrella;8;13
Estrella;8;12
Estrella;8;3
Estrella;8;8
Estrella;8;6
Estrella;8;13
Estrella;8;21
Estrella;8;3
Estrella;8;3
Estrella;8;27
Estrella;8;19
Estrella;8;7
Estrella;8;19
Estrella;8;11
Estrella;8;4
Estrella;8;45
Estrella;8;11
Estrella;8;7
Estrella;8;128
Estrella;8;9
Estrella;8;6
Estrella;8;4
Estrella;8;209
Estrella;8;6
Estrella;8;4
Estrella;8;6
Estrella;8;7
Estrella;8;6
Estrella;8;23
Estrella;8;16
Estrella;8;89
Estrella;8;6
Estrella;8;10
Estrella;8;8
Estrella;8;4
Estrella;8;32
Estrella;8;3
Estrella;8;7
Estrella;8;5
Estrella;8;15
Estrella;8;4
Estrella;8;28
Estrella;8;4
Estrella;8;3
Estrella;8;3
